CHR     Cluster   N_SNPs       Start_BP         End_BP        Span_BP  Top_SNP                      -log10P
2            30        3     11,142,109     11,143,543          1,434  .                             14.533
2            31        1     11,550,548     11,550,548              0  .                            150.198
2            32        5     11,858,026     11,858,084             58  .                            190.800
2            33       12     11,923,003     11,969,263         46,260  .                            213.243
2            34        7     12,030,282     12,039,037          8,755  .                            233.442
2            35      110     12,118,727     12,342,155        223,428  .                            233.442
2            36      426     12,409,052     13,087,359        678,307  .                            233.442
2            37        7     13,154,035     13,156,484          2,449  .                            144.686
2            38        4     13,488,190     13,550,021         61,831  .                              7.655
2            39        5     16,980,604     16,990,443          9,839  .                            174.581
2            40        1     17,045,395     17,045,395              0  .                              7.990
2            41        1     17,153,139     17,153,139              0  .                              7.655
2            42        2     17,867,132     17,877,882         10,750  .                              7.990
2            43        2     18,028,378     18,028,797            419  .                             12.903
2            44        2     18,881,200     18,881,319            119  .                              7.655
2            45        1     18,991,371     18,991,371              0  .                              7.577
2            46        2     19,358,760     19,370,325         11,565  .                              7.990
2            47        2     19,498,310     19,498,433            123  .                              7.447
2            48        2     19,585,237     19,604,877         19,640  .                              7.655
2            49        3     19,659,481     19,659,503             22  .                              7.990
2            50        3     19,853,440     19,853,997            557  .                              7.655
2            51        1     19,970,924     19,970,924              0  .                              7.655
2            52        9     20,091,007     20,196,722        105,715  .                             12.719
2            53        1     20,295,978     20,295,978              0  .                              7.990
2            54        2     20,440,968     20,443,943          2,975  .                              7.655
2            55        2     20,575,909     20,575,922             13  .                             12.678
2            56        1     20,711,928     20,711,928              0  .                            185.017
2            57        2     20,843,498     20,856,399         12,901  .                              7.577
2            58        3     20,944,207     20,945,973          1,766  .                              7.601
2            59        4     21,266,876     21,280,571         13,695  .                             14.984
2            60        1     21,398,744     21,398,744              0  .                              7.601
2            61        3     21,938,133     21,941,405          3,272  .                            233.442
2            62        3     30,239,656     30,283,525         43,869  .                            185.017
2            63        3     35,114,602     35,119,228          4,626  .                              7.441
2            64       13     35,688,761     35,716,579         27,818  .                             13.246
2            65        1     35,782,395     35,782,395              0  .                             13.246
2            66        6     35,836,484     35,881,049         44,565  .                             12.776
2            67       14     36,014,577     36,104,671         90,094  .                             14.533
2            68        7     37,379,372     37,426,319         46,947  .                             14.048
2            69        1     37,523,720     37,523,720              0  .                             13.144
2            70        1     38,189,031     38,189,031              0  .                             12.678
2            71        1     38,271,407     38,271,407              0  .                             10.903
2            72       25     38,339,731     38,365,752         26,021  .                             14.048
2            73       12     38,470,713     38,506,888         36,175  .                             14.533
2            74       15     38,557,548     38,595,408         37,860  .                             13.246
2            75        6     38,653,088     38,655,711          2,623  .                             13.246
2            76       18     38,754,338     38,782,318         27,980  .                             14.533
2            77        4     40,085,848     40,173,844         87,996  .                            213.243
2            78        1     40,322,967     40,322,967              0  .                             13.950
2            79        2     40,404,172     40,404,175              3  .                             14.203
2            80        1     40,457,962     40,457,962              0  .                            190.842
2            81       23     40,748,832     40,828,474         79,642  .                             14.951
2            82       22     40,917,647     40,944,299         26,652  .                            215.552
2            83        1     41,131,610     41,131,610              0  .                             14.688
2            84        1     42,285,010     42,285,010              0  .                             12.137
2            85        1     43,246,215     43,246,215              0  .                             13.119
2            86        1     43,307,118     43,307,118              0  .                             12.929
2            87        1     43,359,059     43,359,059              0  .                             10.903
2            88        4     43,428,436     43,450,472         22,036  .                            233.442
2            89        3     43,701,283     43,703,136          1,853  .                             13.246
2            90        3     43,907,598     43,909,627          2,029  .                             86.236
2            91        2     44,011,593     44,011,700            107  .                             17.309
2            92        1     44,256,900     44,256,900              0  .                             15.140
2            93        3     44,403,959     44,454,113         50,154  .                             13.782
2            94       10     44,553,600     44,595,076         41,476  .                             14.533
2            95        4     44,947,192     44,986,491         39,299  .                              7.384
2            96        1     45,045,537     45,045,537              0  .                              7.384
2            97        7     45,101,160     45,218,645        117,485  .                              9.446
2            98        3     45,283,945     45,305,694         21,749  .                            175.932
2            99        1     45,524,066     45,524,066              0  .                             12.167
2           100        1     45,621,507     45,621,507              0  .                            175.932
2           101        6     45,924,956     46,006,737         81,781  .                            148.300
2           102        2     48,363,268     48,363,308             40  .                             12.137
2           103        2     49,591,468     49,591,477              9  .                            190.800
2           104        1     51,640,464     51,640,464              0  .                              8.759
2           105        2     51,781,750     51,793,038         11,288  .                            185.247
2           106        1     51,858,764     51,858,764              0  .                            122.081
2           107        1     52,060,282     52,060,282              0  .                              7.577
2           108        1     52,239,381     52,239,381              0  .                              7.522
2           109       21     52,562,697     52,679,237        116,540  .                            233.442
2           110        4     54,788,929     54,788,995             66  .                            233.442
2           111        1     58,560,994     58,560,994              0  .                              8.059
2           112        4     58,624,241     58,624,332             91  .                             17.107
2           113        1     58,987,479     58,987,479              0  .                            182.867
2           114        2     61,079,411     61,125,481         46,070  .                             15.528
2           115        1     61,212,575     61,212,575              0  .                             10.994
2           116        4     63,536,588     63,565,419         28,831  .                              9.764
2           117        1     63,643,545     63,643,545              0  .                              9.454
2           118        3     63,764,743     63,817,538         52,795  .                             10.440
2           119        2     63,888,676     63,909,547         20,871  .                              9.095
2           120        1     64,004,215     64,004,215              0  .                              7.655
2           121        1     64,423,266     64,423,266              0  .                              7.572
2           122        1     64,790,887     64,790,887              0  .                              8.759
2           123        1     65,154,496     65,154,496              0  .                             10.083
2           124        2     65,362,425     65,370,618          8,193  .                            190.800
2           125        2     65,682,688     65,705,679         22,991  .                             12.690
2           126        3     65,802,190     65,819,991         17,801  .                             13.119
2           127       19     66,049,943     66,235,267        185,324  .                            101.658
2           128        1     67,887,405     67,887,405              0  .                            142.824
2           129        3     68,235,400     68,296,375         60,975  .                              9.746
2           130        1     68,497,356     68,497,356              0  .                              7.572
2           131        1     69,141,207     69,141,207              0  .                              7.577
2           132        6     70,617,452     70,689,520         72,068  .                             14.048
2           133        1     70,859,743     70,859,743              0  .                             10.903
2           134        2     70,951,483     70,951,586            103  .                             13.246
2           135        1     71,062,154     71,062,154              0  .                             11.602
2           136        2     71,203,097     71,219,792         16,695  .                             12.929
2           137       12     71,321,809     71,488,511        166,702  .                             13.867
2           138        7     71,585,412     71,585,976            564  .                             14.533
2           139        1     71,636,498     71,636,498              0  .                             12.000
2           140        5     71,719,852     71,728,749          8,897  .                             13.785
2           141        1     71,795,802     71,795,802              0  .                             11.602
2           142        2     71,888,148     71,907,170         19,022  .                              9.149
2           143        5     71,981,539     72,011,865         30,326  .                             13.246
2           144        3     72,155,325     72,179,526         24,201  .                             12.956
2           145        1     72,476,000     72,476,000              0  .                            185.017
2           146        2     72,581,659     72,581,714             55  .                             12.167
2           147        1     72,832,968     72,832,968              0  .                             10.903
2           148        3     73,007,982     73,017,483          9,501  .                             10.572
2           149        2     73,162,508     73,162,509              1  .                            185.017
2           150        1     73,340,445     73,340,445              0  .                             13.246
2           151        1     73,434,689     73,434,689              0  .                             13.867
2           152        6     73,611,063     73,652,811         41,748  .                             14.048
2           153        9     73,747,507     73,795,251         47,744  .                             14.533
2           154        4     73,886,537     73,938,514         51,977  .                             14.048
2           155        1     74,219,973     74,219,973              0  .                             13.144
2           156        6     74,331,543     74,378,142         46,599  .                             13.119
2           157        1     74,487,783     74,487,783              0  .                              9.095
2           158        1     74,542,212     74,542,212              0  .                             13.246
2           159        1     74,593,282     74,593,282              0  .                             12.137
2           160        3     74,650,274     74,650,679            405  .                             13.461
2           161        1     74,856,108     74,856,108              0  .                             10.903
2           162        4     74,964,547     74,964,710            163  .                             12.903
2           163        5     75,122,422     75,207,807         85,385  .                             86.236
2           164        8     75,260,749     75,296,541         35,792  .                             15.388
2           165        2     75,356,765     75,363,167          6,402  .                             12.903
2           166        4     75,423,875     75,424,918          1,043  .                            142.824
2           167        6     75,510,074     75,598,740         88,666  .                             14.533
2           168        7     75,694,269     75,752,059         57,790  .                             14.533
2           169        4     75,806,475     75,837,014         30,539  .                            185.017
2           170       12     75,896,899     76,026,098        129,199  .                             14.048
2           171        4     76,076,944     76,085,565          8,621  .                             13.246
2           172        2     76,195,579     76,237,119         41,540  .                             13.246
2           173        8     76,377,584     76,414,192         36,608  .                             14.533
2           174        2     76,614,449     76,657,354         42,905  .                             13.144
2           175        7     77,598,210     77,608,063          9,853  .                             13.246
2           176       16     77,885,203     77,891,008          5,805  .                             14.048
2           177        1     78,498,791     78,498,791              0  .                             12.560
2           178        2     78,785,822     78,803,741         17,919  .                             13.246
2           179        1     79,140,138     79,140,138              0  .                             12.776
2           180        2     79,460,003     79,460,009              6  .                            185.017
2           181        1     79,653,696     79,653,696              0  .                             10.903
2           182        7     79,800,970     79,818,320         17,350  .                             13.246
2           183        1     80,475,842     80,475,842              0  .                             10.903
2           184        1     80,620,684     80,620,684              0  .                             14.048
2           185        6     80,732,329     80,738,761          6,432  .                             13.246
2           186        6     80,964,755     80,965,737            982  .                             12.915
2           187        1     81,063,363     81,063,363              0  .                              9.095
2           188        6     81,113,845     81,122,586          8,741  .                             13.867
2           189        2     81,303,306     81,303,387             81  .                             10.918
2           190        1     81,455,864     81,455,864              0  .                             10.903
2           191        3     81,575,926     81,579,919          3,993  .                             12.167
2           192        1     81,704,817     81,704,817              0  .                              7.819
2           193        1     81,870,628     81,870,628              0  .                            190.842
2           194       12     82,763,906     82,810,523         46,617  .                             13.144
2           195       15     82,910,238     83,151,342        241,104  .                            175.932
2           196        8     83,315,571     83,359,110         43,539  .                             14.533
2           197        2     83,409,855     83,438,821         28,966  .                             12.167
2           198       20     83,501,321     83,511,276          9,955  .                             13.785
2           199        2     83,696,304     83,696,385             81  .                             12.000
2           200        1     83,864,657     83,864,657              0  .                             13.119
2           201        1     83,996,731     83,996,731              0  .                             12.776
2           202        2     84,150,133     84,150,491            358  .                             12.167
2           203        9     84,299,072     84,370,227         71,155  .                            185.017
2           204        2     84,469,095     84,469,193             98  .                             13.246
2           205        7     84,547,752     84,576,098         28,346  .                             13.867
2           206        1     84,629,861     84,629,861              0  .                              7.454
2           207        1     84,792,067     84,792,067              0  .                             13.867
2           208       16     84,842,791     85,083,304        240,513  .                             14.533
2           209        4     85,162,879     85,231,899         69,020  .                             13.785
2           210       57     85,676,026     85,940,012        263,986  .                             14.533
2           211        5     86,480,583     86,506,946         26,363  .                             12.167
2           212        1     86,687,561     86,687,561              0  .                             14.048
2           213        2     86,773,136     86,775,782          2,646  .                             13.144
2           214       19     86,834,300     86,886,834         52,534  .                            185.017
2           215        5     87,385,842     87,443,827         57,985  .                             12.776
2           216        2     87,589,257     87,596,463          7,206  .                             12.137
2           217        8     87,922,628     87,955,213         32,585  .                            190.800
2           218       22     88,228,681     88,411,780        183,099  .                             13.867
2           219        1     88,620,097     88,620,097              0  .                            182.867
2           220       58     88,695,249     89,133,267        438,018  .                              9.324
2           221        2     89,191,638     89,198,680          7,042  .                              8.246
2           222      149     89,254,747     90,174,642        919,895  .                             14.740
2           223        2     90,244,273     90,261,760         17,487  .                              9.324
2           224        1     90,324,746     90,324,746              0  .                              7.606
2           225        2     90,650,865     90,685,318         34,453  .                              9.021
2           226        1     90,756,550     90,756,550              0  .                              8.101
2           227        3     90,906,136     90,936,799         30,663  .                              8.541
2           228        5     91,188,337     91,254,864         66,527  .                              9.784
2           229        2     91,316,550     91,322,376          5,826  .                              8.772
2           230        1     91,402,809     91,402,809              0  .                              8.101
2           231        2     91,458,986     91,470,466         11,480  .                              9.324
2           232        1     91,558,369     91,558,369              0  .                              7.834
2           233       92     91,797,061     92,355,695        558,634  .                              9.784
2           234        9     92,909,104     92,956,740         47,636  .                              9.544
2           235        1     94,278,001     94,278,001              0  .                             11.769
2           236        2     94,457,032     94,497,384         40,352  .                             13.785
2           237       19     94,564,723     94,798,346        233,623  .                             14.048
2           238        1     94,964,140     94,964,140              0  .                             13.766
2           239        1     95,413,377     95,413,377              0  .                              7.572
2           240        9     96,014,904     96,122,925        108,021  .                            144.686
2           241       40     96,442,349     96,535,423         93,074  .                             14.533
2           242        1     96,947,931     96,947,931              0  .                            185.017
2           243       13     98,379,248     98,382,169          2,921  .                             13.461
2           244        1     98,444,779     98,444,779              0  .                             16.429
2           245        2     99,349,539     99,389,914         40,375  .                             12.167
2           246        6     99,521,545     99,523,099          1,554  .                              8.008
2           247        1     99,731,546     99,731,546              0  .                             12.903
2           248       66     99,782,315     99,832,128         49,813  .                             14.533
2           249       33     99,939,769    100,260,256        320,487  .                            185.247
2           250       21    100,310,771    100,422,828        112,057  .                            101.658
2           251        2    100,590,256    100,590,275             19  .                             18.684
2           252       34    100,711,133    100,769,303         58,170  .                            144.686
2           253        1    101,130,519    101,130,519              0  .                             18.112
2           254        2    102,292,031    102,295,780          3,749  .                              9.469
2           255        1    102,693,756    102,693,756              0  .                              9.508
2           256        2    102,852,062    102,854,685          2,623  .                             10.503
2           257        4    103,397,559    103,432,982         35,423  .                              9.518
2           258        1    104,698,024    104,698,024              0  .                            142.824
2           259        2    105,288,369    105,308,814         20,445  .                             10.354
2           260        1    106,367,065    106,367,065              0  .                              7.441
2           261        1    106,967,495    106,967,495              0  .                              7.441
2           262        2    107,208,861    107,223,103         14,242  .                              7.441
2           263        1    107,521,994    107,521,994              0  .                              7.441
2           264        1    108,223,452    108,223,452              0  .                              7.441
2           265        4    108,768,313    108,794,101         25,788  .                              7.818
2           266        1    108,994,413    108,994,413              0  .                             10.083
2           267        1    109,094,308    109,094,308              0  .                              8.924
2           268        2    111,103,094    111,116,102         13,008  .                              7.858
2           269        1    111,235,285    111,235,285              0  .                              7.441
2           270        1    112,301,114    112,301,114              0  .                             86.236
2           271        1    112,556,724    112,556,724              0  .                             10.001
2           272        4    113,167,983    113,168,253            270  .                              9.457
2           273        1    113,755,895    113,755,895              0  .                              7.441
2           274        2    114,076,235    114,083,542          7,307  .                              9.288
2           275        1    114,207,716    114,207,716              0  .                            233.442
2           276        4    114,691,802    114,720,706         28,904  .                             10.091
2           277        5    114,826,312    114,826,356             44  .                              7.441
2           278        1    114,902,968    114,902,968              0  .                              7.441
2           279        1    114,972,436    114,972,436              0  .                              7.441
2           280        7    115,839,739    115,868,439         28,700  .                            193.029
2           281        2    116,973,429    116,996,326         22,897  .                              7.441
2           282        9    117,254,025    117,312,433         58,408  .                              8.724
2           283        3    117,385,995    117,441,369         55,374  .                              7.441
2           284        1    117,499,074    117,499,074              0  .                              7.441
2           285       18    117,608,572    117,817,703        209,131  .                            174.581
2           286        1    117,868,607    117,868,607              0  .                              7.441
2           287       24    117,948,710    118,123,697        174,987  .                              9.518
2           288        4    118,227,907    118,255,926         28,019  .                            185.017
2           289        4    118,313,848    118,378,936         65,088  .                              7.441
2           290      156    118,453,593    119,146,348        692,755  .                            233.442
2           291        3    119,207,861    119,228,439         20,578  .                             10.091
2           292        2    119,307,512    119,314,064          6,552  .                              7.620
2           293        3    119,382,758    119,399,517         16,759  .                              7.441
2           294        4    119,536,029    119,539,029          3,000  .                              7.441
2           295        2    120,178,729    120,178,734              5  .                            122.081
2           296        1    123,225,376    123,225,376              0  .                              7.441
2           297        1    124,680,473    124,680,473              0  .                            185.017
2           298        5    125,191,009    125,233,830         42,821  .                            101.658
2           299        1    125,420,637    125,420,637              0  .                              7.441
2           300        1    125,626,833    125,626,833              0  .                              8.311
2           301        5    125,681,834    125,722,194         40,360  .                              9.287
2           302        1    126,093,525    126,093,525              0  .                              7.441
2           303        3    126,422,759    126,500,177         77,418  .                            190.800
2           304        1    126,776,618    126,776,618              0  .                              7.441
2           305        1    126,905,753    126,905,753              0  .                              7.441
2           306        1    127,717,538    127,717,538              0  .                              7.441
2           307        1    130,926,548    130,926,548              0  .                              7.441
2           308        2    131,409,657    131,459,163         49,506  .                             65.056
2           309        3    131,999,154    132,032,902         33,748  .                             14.149
2           310        2    132,352,149    132,352,771            622  .                             13.615
2           311        2    132,553,789    132,560,863          7,074  .                              8.816
2           312        2    132,847,995    132,848,161            166  .                              7.817
2           313        1    132,916,274    132,916,274              0  .                             10.001
2           314        1    132,971,759    132,971,759              0  .                              7.441
2           315        2    133,182,270    133,182,331             61  .                             13.784
2           316        1    133,901,730    133,901,730              0  .                              7.441
2           317        3    134,109,534    134,175,954         66,420  .                              7.441
2           318        1    134,306,123    134,306,123              0  .                              7.441
2           319        3    134,416,440    134,465,226         48,786  .                            185.017
2           320        2    134,636,091    134,643,997          7,906  .                              7.441
2           321       25    134,736,978    134,961,842        224,864  .                            185.017
2           322        2    135,012,486    135,048,870         36,384  .                             86.236
2           323        1    135,137,677    135,137,677              0  .                              7.441
2           324        5    135,228,501    135,248,077         19,576  .                              7.441
2           325       13    135,328,132    135,432,683        104,551  .                              7.441
2           326       29    135,483,125    135,618,559        135,434  .                            190.800
2           327        1    135,680,369    135,680,369              0  .                              7.441
2           328       61    135,758,492    136,233,268        474,776  .                            190.800
2           329      121    136,294,915    136,881,706        586,791  .                            185.247
2           330        1    137,315,008    137,315,008              0  .                              7.441
2           331        2    140,268,422    140,268,502             80  .                              9.457
2           332        3    140,376,699    140,418,195         41,496  .                             10.001
2           333        1    142,429,712    142,429,712              0  .                              7.800
2           334        1    142,988,385    142,988,385              0  .                              7.441
2           335        4    144,136,321    144,183,986         47,665  .                            185.017
2           336        2    144,589,491    144,591,432          1,941  .                              7.441
2           337        1    144,990,959    144,990,959              0  .                              7.441
2           338       20    145,064,682    145,080,287         15,605  .                             19.891
2           339        1    145,213,773    145,213,773              0  .                              7.441
2           340        1    145,271,997    145,271,997              0  .                              7.441
2           341        1    145,613,729    145,613,729              0  .                              7.441
2           342        1    146,273,899    146,273,899              0  .                              7.945
2           343        3    146,435,398    146,477,699         42,301  .                             16.401
2           344        1    146,693,069    146,693,069              0  .                              7.441
2           345       12    146,780,401    146,873,223         92,822  .                             13.141
2           346        1    147,628,049    147,628,049              0  .                              8.790
2           347        4    148,166,011    148,168,348          2,337  .                            144.686
2           348        4    148,463,331    148,509,205         45,874  .                             14.521
2           349        2    148,754,744    148,803,345         48,601  .                             14.891
2           350        1    149,886,228    149,886,228              0  .                              7.736
2           351        1    150,121,463    150,121,463              0  .                             12.541
2           352        2    150,524,184    150,524,199             15  .                            215.552
2           353        3    150,659,111    150,663,966          4,855  .                             13.606
2           354        7    150,812,190    150,823,356         11,166  .                            233.442
2           355        1    151,133,036    151,133,036              0  .                              7.933
3             1        3        789,297        820,049         30,752  .                            185.247
3             2        3        937,425        947,840         10,415  .                             21.264
3             3        1      1,341,306      1,341,306              0  .                            150.198
3             4       19      1,400,241      1,456,780         56,539  .                            233.442
3             5        7      1,514,455      1,621,112        106,657  .                            193.029
3             6        3      1,691,390      1,728,732         37,342  .                            233.442
3             7        4      1,789,353      1,859,531         70,178  .                            213.243
3             8        6      1,924,984      1,993,123         68,139  .                            185.017
3             9        2      2,043,933      2,087,693         43,760  .                            215.552
3            10        3      2,171,895      2,193,208         21,313  .                            185.017
3            11        3      2,269,702      2,270,765          1,063  .                            154.170
3            12        6      2,331,511      2,414,567         83,056  .                            233.442
3            13        3      2,474,310      2,528,345         54,035  .                            233.442
3            14        1      2,647,648      2,647,648              0  .                            144.686
3            15       14      2,740,548      2,818,044         77,496  .                            233.442
3            16        4      2,872,185      2,873,158            973  .                            215.552
3            17        6      2,938,249      3,003,493         65,244  .                            233.442
3            18       18      3,088,198      3,315,765        227,567  .                            213.243
3            19       11      3,383,356      3,422,258         38,902  .                            190.800
3            20        2      3,484,925      3,488,126          3,201  .                            122.081
3            21        1      3,567,232      3,567,232              0  .                            122.081
3            22        3      3,647,978      3,648,076             98  .                            233.442
3            23        3      3,706,059      3,744,045         37,986  .                            144.686
3            24        7      3,815,305      3,843,384         28,079  .                            233.442
3            25        9      3,974,073      4,025,189         51,116  .                            233.442
3            26       22      4,114,334      4,303,981        189,647  .                            193.029
3            27        8      4,400,840      4,508,650        107,810  .                            233.442
3            28        1      4,598,261      4,598,261              0  .                             86.236
3            29        3      4,722,978      4,729,826          6,848  .                            215.552
3            30        4      4,892,167      4,961,331         69,164  .                            150.198
3            31        3      5,046,138      5,087,249         41,111  .                            233.442
3            32        2      5,205,734      5,208,507          2,773  .                             13.258
3            33        3      5,409,124      5,424,831         15,707  .                              9.026
3            34        5      5,545,440      5,628,903         83,463  .                              9.080
3            35        1      5,960,269      5,960,269              0  .                            140.111
3            36        1      6,070,484      6,070,484              0  .                              7.577
3            37        2      6,178,394      6,179,151            757  .                            185.017
3            38       11      6,242,198      6,366,504        124,306  .                            144.686
3            39        1      6,548,805      6,548,805              0  .                              7.601
3            40        1      6,726,010      6,726,010              0  .                              7.655
3            41        1      6,848,802      6,848,802              0  .                              7.577
3            42        6      7,326,057      7,327,688          1,631  .                             13.095
3            43        1      7,508,989      7,508,989              0  .                              7.601
3            44        1      7,860,075      7,860,075              0  .                              7.990
3            45        1      8,430,429      8,430,429              0  .                              7.572
3            46        1      8,510,543      8,510,543              0  .                              7.601
3            47        1      8,591,062      8,591,062              0  .                              7.601
3            48        6      8,653,470      8,717,977         64,507  .                              7.990
3            49        2      9,154,734      9,184,585         29,851  .                             12.504
3            50        1      9,488,630      9,488,630              0  .                              7.990
3            51        1      9,869,244      9,869,244              0  .                              7.601
3            52        2     10,099,866     10,135,482         35,616  .                              8.617
3            53        1     10,239,655     10,239,655              0  .                              7.990
3            54        3     10,290,290     10,335,182         44,892  .                              7.990
3            55        1     10,478,616     10,478,616              0  .                              7.572
3            56       19     10,878,288     10,920,176         41,888  .                             12.719
3            57        4     11,142,972     11,176,574         33,602  .                              7.990
3            58        1     11,247,867     11,247,867              0  .                              7.655
3            59      617     11,331,753     13,178,445      1,846,692  .                            233.442
3            60        1     13,231,062     13,231,062              0  .                              7.577
3            61       51     13,298,826     13,760,146        461,320  .                            185.247
3            62        4     13,841,390     13,909,707         68,317  .                              7.655
3            63        3     14,010,143     14,066,281         56,138  .                              7.990
3            64       10     14,126,234     14,165,477         39,243  .                            188.649
3            65        1     14,217,442     14,217,442              0  .                              7.572
3            66        3     14,315,150     14,318,245          3,095  .                              7.601
3            67        1     14,421,372     14,421,372              0  .                              7.655
3            68        6     14,475,782     14,527,627         51,845  .                            122.081
3            69       17     14,597,359     14,805,405        208,046  .                              7.990
3            70      339     14,903,452     16,378,514      1,475,062  .                            215.552
3            71      216     16,428,636     17,030,342        601,706  .                            185.017
3            72        1     17,081,246     17,081,246              0  .                              7.589
3            73        1     17,861,436     17,861,436              0  .                              7.577
3            74        1     18,867,942     18,867,942              0  .                              7.601
3            75        1     18,920,281     18,920,281              0  .                              7.572
3            76        2     20,210,548     20,225,834         15,286  .                              9.037
3            77        1     20,874,693     20,874,693              0  .                            172.523
3            78        3     21,005,542     21,005,576             34  .                             22.148
3            79        1     21,063,951     21,063,951              0  .                             20.647
3            80        5     22,232,661     22,235,837          3,176  .                              8.230
3            81        1     22,292,156     22,292,156              0  .                              7.601
3            82        3     22,356,789     22,362,013          5,224  .                            132.940
3            83        4     22,418,797     22,447,967         29,170  .                            150.198
3            84        4     22,565,706     22,566,146            440  .                            213.243
3            85        3     22,786,929     22,798,657         11,728  .                            185.017
3            86        1     22,889,259     22,889,259              0  .                            193.029
3            87       27     22,972,580     23,056,917         84,337  .                            233.442
3            88        1     23,128,407     23,128,407              0  .                            144.686
3            89       19     23,188,987     23,360,164        171,177  .                            233.442
3            90        3     23,418,256     23,441,475         23,219  .                            185.017
3            91       10     23,506,354     23,634,471        128,117  .                            233.442
